name,cam_lat,cam_long,elev,code,dir,fov_center,fov_lft,fov_rt,num_events,event_dates,incident,incident_dist,incident_latitude,incident_longitude,x_pixel,y_pixel,,Miles
Lyons Peak,32.7015,-116.7646,3700,lp,s,"[-116.7646, 32.250623763331724]","[-116.38887682424091, 32.382122568778954]","[-117.14032317575908, 32.38212256877896]",15,20190712,Border Fire,15.06634433,32.566389,-116.7525,,,1,9.361789443
Mt. Laguna,32.8922,-116.4209,6300,ml,n,"[-116.4209, 33.3430299844236]","[-116.80012285506182, 33.21041377829245]","[-116.04167714493819, 33.21041377829244]",1,20160711,None,0,0,0,,,0,
Mt. Laguna,32.8922,-116.4209,6300,ml,s,"[-116.4209, 32.44133746309627]","[-116.04438376418457, 32.57282816036067]","[-116.79741623581543, 32.57282816036067]",4,20200206,None,0,0,0,,,0,
Mt. Laguna,32.8922,-116.4209,6300,ml,s,"[-116.4209, 32.44133746309627]","[-116.04438376418457, 32.57282816036067]","[-116.79741623581543, 32.57282816036067]",4,20200306,None,0,0,0,,,0,
Mt. Laguna,32.8922,-116.4209,6300,ml,s,"[-116.4209, 32.44133746309627]","[-116.04438376418457, 32.57282816036067]","[-116.79741623581543, 32.57282816036067]",4,20200601,None,0,0,0,,,0,
Mt. Laguna,32.8922,-116.4209,6300,ml,w,"[-116.95527360858537, 32.8922]","[-116.79741623581543, 32.57282816036067]","[-116.80012285506182, 33.21041377829245]",4,20190922,None,0,0,0,,,0,
Mt. Laguna,32.8922,-116.4209,6300,ml,w,"[-116.95527360858537, 32.8922]","[-116.79741623581543, 32.57282816036067]","[-116.80012285506182, 33.21041377829245]",4,20191006,None,0,0,0,,,0,
Mt. Laguna,32.8922,-116.4209,6300,ml,w,"[-116.95527360858537, 32.8922]","[-116.79741623581543, 32.57282816036067]","[-116.80012285506182, 33.21041377829245]",4,20200521,None,0,0,0,,,0,
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,n,"[-116.4265, 33.290533786706035]","[-116.80549675521806, 33.15791761239618]","[-116.04750324478195, 33.15791761239619]",1,20200306,None,0,0,0,,,0,
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,e,"[-115.89244113654694, 32.8397]","[-116.04750324478195, 33.15791761239619]","[-116.05020284502775, 32.52032661974371]",1,20200601,None,0,0,0,,,0,
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,s,"[-116.4265, 32.38883368733383]","[-116.05020284502775, 32.52032661974371]","[-116.80279715497225, 32.52032661974371]",4,20200601,None,0,0,0,,,0,
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,s,"[-116.4265, 32.38883368733383]","[-116.05020284502775, 32.52032661974371]","[-116.80279715497225, 32.52032661974371]",4,20200829,None,0,0,0,,,0,
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,s,"[-116.4265, 32.38883368733383]","[-116.05020284502775, 32.52032661974371]","[-116.80279715497225, 32.52032661974371]",4,20200911,None,0,0,0,,,0,
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,s,"[-116.4265, 32.38883368733383]","[-116.05020284502775, 32.52032661974371]","[-116.80279715497225, 32.52032661974371]",4,20210113,None,0,0,0,,,0,
Mt. San Miguel,32.7,-116.94,2550,sm,n,"[-116.94, 33.150843889404484]","[-117.31839797267894, 33.01822779754]","[-116.56160202732104, 33.01822779754]",7,20170609,None,0,0,0,,,0,
Mt. San Miguel,32.7,-116.94,2550,sm,n,"[-116.94, 33.150843889404484]","[-117.31839797267894, 33.01822779754]","[-116.56160202732104, 33.01822779754]",7,20201216,None,0,0,0,1270,1090,0,
Mt. San Miguel,32.7,-116.94,2550,sm,e,"[-116.40677467498567, 32.7]","[-116.56160202732104, 33.01822779754]","[-116.56428303251286, 32.38062252484705]",4,20200806,None,0,0,0,,,0,
Mt. San Miguel,32.7,-116.94,2550,sm,e,"[-116.40677467498567, 32.7]","[-116.56160202732104, 33.01822779754]","[-116.56428303251286, 32.38062252484705]",4,20200806,None,0,0,0,,,0,
Mt. San Miguel,32.7,-116.94,2550,sm,s,"[-116.94, 32.249123655740036]","[-116.56428303251286, 32.38062252484705]","[-117.31571696748713, 32.38062252484705]",2,20191007,None,0,0,0,,,0,
Mt. San Miguel,32.7,-116.94,2550,sm,s,"[-116.94, 32.249123655740036]","[-116.56428303251286, 32.38062252484705]","[-117.31571696748713, 32.38062252484705]",2,20200828,None,0,0,0,,,0,
Mt. San Miguel,32.7,-116.94,2550,sm,w,"[-117.47322532501433, 32.7]","[-117.31571696748713, 32.38062252484705]","[-117.31839797267894, 33.01822779754]",3,20200712,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,n,"[-116.9709, 33.45952153607274]","[-117.35062668741514, 33.32690525763677]","[-116.59117331258486, 33.326905257636774]",5,20181112,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,n,"[-116.9709, 33.45952153607274]","[-117.35062668741514, 33.32690525763677]","[-116.59117331258486, 33.326905257636774]",5,20191005,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,n,"[-116.9709, 33.45952153607274]","[-117.35062668741514, 33.32690525763677]","[-116.59117331258486, 33.326905257636774]",5,20200705,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,n,"[-116.9709, 33.45952153607274]","[-117.35062668741514, 33.32690525763677]","[-116.59117331258486, 33.326905257636774]",5,20200831,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20180614,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20191005,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20200521,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20200529,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20200808,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20200930,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20210711,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20190529,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20190803,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20191006,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20200521,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20200806,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20200806,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20201216,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20210319,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20190814,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20191001,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20200601,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20200727,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20200727,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20200806,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20200829,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20200930,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20201105,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20190803,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20190930,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20191001,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20191003,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20191006,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20191007,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20191030,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20191030,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20200521,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20201208,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20200521,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20200618,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20200828,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20201206,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20210107,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20160604,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20171026,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20180517,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20180602,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20190915,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20171010,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20180919,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20200226,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20200615,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20180611,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20180612,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190716,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190810,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190826,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190829,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20191001,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20191003,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20200304,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20200608,None,0,0,0,,,0,
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20200930,None,0,0,0,,,0,
San Clemente,33.4314,-117.5974,870,sclm,e,"[-117.0597459388793, 33.4314]","[-117.21582063773678, 33.749574196814365]","[-117.21860033997874, 33.1120440344725]",1,20201205,None,0,0,0,,,0,
San Diego Supercomputer Center,32.88,-117.24,425,sdsc,e,"[-116.70569960533031, 32.88]","[-116.8608297387217, 33.19821466958003]","[-116.86353472537458, 32.56062780226753]",2,20171016,None,0,0,0,,,0,
San Juan Hills,33.5029,-117.6031,1177,sjh,n,"[-117.6031, 33.95368553345333]","[-117.9849965951115, 33.82106892047317]","[-117.2212034048885, 33.82106892047316]",1,20200813,None,0,0,0,,,0,
Santa Ysabel,33.13,-116.61,5500,vo,n,"[-116.61, 33.58081272378213]","[-116.99025437801869, 33.44819636750495]","[-116.22974562198131, 33.44819636750495]",1,20191005,None,0,0,0,,,0,
Toro Peak,33.5235,-116.4257,8800,tp,e,"[-115.88747679232661, 33.5235]","[-116.04371179784691, 33.841667399099975]","[-116.0465041676762, 33.20414675463602]",1,20180723,None,0,0,0,,,0,
Toro Peak,33.5235,-116.4257,8800,tp,s,"[-116.4257, 33.072683110213006]","[-116.0465041676762, 33.20414675463602]","[-116.80489583232381, 33.204146754636014]",2,20210204,None,0,0,0,,,0,
Toro Peak,33.5235,-116.4257,8800,tp,w,"[-116.9639232076734, 33.5235]","[-116.80489583232381, 33.204146754636014]","[-116.8076882021531, 33.84166739909998]",2,20210115,None,0,0,0,,,0,
Toro Peak,33.5235,-116.4257,8800,tp,w,"[-116.9639232076734, 33.5235]","[-116.80489583232381, 33.204146754636014]","[-116.8076882021531, 33.84166739909998]",2,20210209,None,0,0,0,,,0,
Upper Talega,33.5191,-117.481,2300,marconi,n,"[-117.481, 33.96988434885654]","[-117.8629686277568, 33.8372677240984]","[-117.09903137224319, 33.8372677240984]",1,20200813,None,0,0,0,,,0,
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20190712,Border Fire,53.25183337,32.566389,-116.7525,,,1,33.08914495
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20190712,Border Fire,9.198370645,32.566389,-116.7525,,,1,5.715600766
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20190717,Vista Fire,12.527643,32.794768,-116.839743,780,1180,1,7.784314059
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20190728,Dehesa Fire,7.921250402,32.767649,-116.796032,0,0,1,4.922035284
Black Mountain,32.98,-117.12,1600,bl,s,"[-117.12, 32.52914378468391]","[-116.74311609844423, 32.660630738922485]","[-117.49688390155578, 32.660630738922485]",4,20190716,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20190728,Dehesa Fire,19.75231629,32.767649,-116.796032,,,1,12.27351653
Mesa Grande,33.188,-116.761,4280,mg,n,"[-116.761, 33.63880850448595]","[-117.14150781766253, 33.50619211003771]","[-116.38049218233746, 33.50619211003771]",2,20190716,None,0,0,0,,,0,
Black Mountain,32.98,-117.12,1600,bl,n,"[-117.12, 33.43082361873078]","[-117.49960229720907, 33.298207358327076]","[-116.74039770279094, 33.298207358327076]",3,20190829,None,0,0,0,,,0,
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20190801,Caliente Fire,17.18262326,32.575556,-117.026667,,,1,10.6767838
Boucher Hill,33.3346,-116.9198,5500,bh,w,"[-117.45685866220713, 33.3346]","[-117.29818521585511, 33.01524117811554]","[-117.30095166269716, 33.6527813298777]",8,20191001,None,0,0,0,,,0,
Boucher Hill,33.3346,-116.9198,5500,bh,w,"[-117.45685866220713, 33.3346]","[-117.29818521585511, 33.01524117811554]","[-117.30095166269716, 33.6527813298777]",8,20201003,None,0,0,0,,,0,
Boucher Hill,33.3346,-116.9198,5500,bh,s,"[-116.9198, 32.8837694047889]","[-116.54141478414488, 33.01524117811553]","[-117.29818521585511, 33.01524117811554]",4,20201207,None,0,0,0,1140,1050,0,
Mt. San Miguel,32.7,-116.94,2550,sm,w,"[-117.47322532501433, 32.7]","[-117.31571696748713, 32.38062252484705]","[-117.31839797267894, 33.01822779754]",3,20190825,Border 10 Fire,17.00482675,32.557546,-116.873955,,,1,10.5663062
Boucher Hill,33.3346,-116.9198,5500,bh,w,"[-117.45685866220713, 33.3346]","[-117.29818521585511, 33.01524117811554]","[-117.30095166269716, 33.6527813298777]",8,20201223,None,0,0,0,,,0,
High Point,33.36,-116.84,6180,hp,s,"[-116.84, 32.90917124536389]","[-116.46150622782201, 33.04064192734967]","[-117.218493772178, 33.04064192734967]",3,20190924,Dehesa Fire ,63.71633944,32.787656,-116.806941,,,1,39.59148555
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20190924,Dehesa Fire ,10.36628806,32.787656,-116.806941,0,0,1,6.441310778
Mt. Laguna,32.8922,-116.4209,6300,ml,w,"[-116.95527360858537, 32.8922]","[-116.79741623581543, 32.57282816036067]","[-116.80012285506182, 33.21041377829245]",4,20190924,Dehesa Fire ,37.89297264,32.787656,-116.806941,,,1,23.5455943
Mt. San Miguel,32.7,-116.94,2550,sm,n,"[-116.94, 33.150843889404484]","[-117.31839797267894, 33.01822779754]","[-116.56160202732104, 33.01822779754]",7,20190924,Dehesa Fire ,15.80717775,32.787656,-116.806941,,,1,9.822121846
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20190924,Dehesa Fire ,28.95609106,32.787656,-116.806941,,,1,17.99247526
Mt. Woodson,33.0087,-116.9709,2800,wc,s,"[-116.9709, 32.55784585299181]","[-116.59389556804973, 32.68933158235236]","[-117.34790443195027, 32.68933158235236]",2,20190924,Dehesa Fire ,28.95609106,32.787656,-116.806941,,,1,17.99247526
Black Mountain,32.98,-117.12,1600,bl,s,"[-117.12, 32.52914378468391]","[-116.74311609844423, 32.660630738922485]","[-117.49688390155578, 32.660630738922485]",4,20190924,Dehesa Fire ,36.22155804,32.787656,-116.806941,,,1,22.50702574
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",12,20190925,Willow Fire,16.79550048,32.87833333,-116.88,,,1,10.43623693
Mt. Woodson,33.0087,-116.9709,2800,wc,s,"[-116.9709, 32.55784585299181]","[-116.59389556804973, 32.68933158235236]","[-117.34790443195027, 32.68933158235236]",2,20190925,Willow Fire,16.79550048,32.87833333,-116.88,,,1,10.43623693
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20200611,Skyline Fire,3.799871725,32.73044,-116.7862,460,1260,1,2.361130094
Cuyamaca Peak,32.95,-116.61,6500,cp,s,"[-116.61, 32.4991416236951]","[-116.23324190491, 32.63062985757738]","[-116.98675809509, 32.63062985757738]",3,20200905,Valley Fire,21.90978525,32.765615,-116.692705,,,1,13.61410517
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20200905,Valley Fire,9.800494571,32.765615,-116.692705,0,0,1,6.089743112
Mt. San Miguel,32.7,-116.94,2550,sm,e,"[-116.40677467498567, 32.7]","[-116.56160202732104, 33.01822779754]","[-116.56428303251286, 32.38062252484705]",4,20200905,Valley Fire,24.25471528,32.765615,-116.692705,,,1,15.07117669
Lyons Peak,32.7015,-116.7646,3700,lp,w,"[-117.29783424429785, 32.7015]","[-117.14032317575908, 32.38212256877896]","[-117.14300437998006, 33.019727688312294]",5,20201202,Willow Fire,14.53261727,32.75277778,-116.9075,,,1,9.030146926
Mt. San Miguel,32.7,-116.94,2550,sm,n,"[-116.94, 33.150843889404484]","[-117.31839797267894, 33.01822779754]","[-116.56160202732104, 33.01822779754]",7,20201202,Willow Fire,6.609352521,32.75277778,-116.9075,,,1,4.106859985
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20201202,Willow Fire,18.52371453,32.75277778,-116.9075,,,1,11.51009902
