name,cam_lat,cam_long,elev,code,dir,fov_center,fov_lft,fov_rt,num_events,event_dates,x_pixel,y_pixel,incident,incident_dist,incident_latitude,incident_longitude,check
Otay Mountain,32.5948,-116.8447,3565,om,s,"[-116.8447, 32.14391611653981]","[-116.4694172863813, 32.27541944575791]","[-117.2199827136187, 32.27541944575792]",13,20201208,2145,1286,None,0,0,0,0
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20200521,2649,1051,None,0,0,0,0
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20200618,1538,1101,None,0,0,0,0
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20200828,2577,1229,None,0,0,0,0
Otay Mountain,32.5948,-116.8447,3565,om,w,"[-117.37730144009376, 32.5948]","[-117.2199827136187, 32.27541944575792]","[-117.22264979421115, 32.9130354508156]",6,20210107,2587,1064,None,0,0,0,0
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20180919,550,784,None,0,0,0,0
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20200226,645,792,None,0,0,0,0
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20200615,1046,832,None,0,0,0,0
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190810,1447,802,None,0,0,0,0
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20191001,991,819,None,0,0,0,0
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20191003,917,807,None,0,0,0,0
San Clemente,33.4314,-117.5974,870,sclm,e,"[-117.0597459388793, 33.4314]","[-117.21582063773678, 33.749574196814365]","[-117.21860033997874, 33.1120440344725]",1,20201205,1498,1100,None,0,0,0,0
Santa Ysabel,33.138256,-116.617058,5500,vo,n,"[-116.61, 33.58081272378213]","[-116.99025437801869, 33.44819636750495]","[-116.22974562198131, 33.44819636750495]",1,20191005,1128,762,None,0,0,0,0
Toro Peak,33.5235,-116.4257,8800,tp,s,"[-116.4257, 33.072683110213006]","[-116.0465041676762, 33.20414675463602]","[-116.80489583232381, 33.204146754636014]",2,20210204,1444,1144,None,0,0,0,0
Toro Peak,33.5235,-116.4257,8800,tp,w,"[-116.9639232076734, 33.5235]","[-116.80489583232381, 33.204146754636014]","[-116.8076882021531, 33.84166739909998]",2,20210115,2884,1127,None,0,0,0,0
Black Mountain,32.98166822,-117.1164071,1600,bl,e,"[-116.58509818227772, 32.98]","[-116.74039770279094, 33.298207358327076]","[-116.74311609844423, 32.660630738922485]",3,20180727,528,752,Pasqual Fire,13.2907181,33.07892,-116.91845,1
Boucher Hill,33.3346,-116.9198,5500,bh,n,"[-116.9198, 33.785397823642114]","[-117.30095166269716, 33.6527813298777]","[-116.53864833730283, 33.652781329877705]",4,20180727,1847,763,Pasqual Fire,17.6659779,33.07892,-116.91845,0
Boucher Hill,33.3346,-116.9198,5500,bh,s,"[-116.9198, 32.8837694047889]","[-116.54141478414488, 33.01524117811553]","[-117.29818521585511, 33.01524117811554]",4,20180727,788,902,Pasqual Fire,17.6659779,33.07892,-116.91845,1
Mesa Grande,33.188869,-116.760651,4280,mg,w,"[-117.29716237260907, 33.188]","[-117.13876133217558, 32.86863685756762]","[-117.14150781766253, 33.50619211003771]",3,20180727,565,1109,Pasqual Fire,11.87719556,33.07892,-116.91845,1
Mt. Woodson,33.0087,-116.9709,2800,wc,n,"[-116.9709, 33.45952153607274]","[-117.35062668741514, 33.32690525763677]","[-116.59117331258486, 33.326905257636774]",5,20180727,2310,1205,Pasqual Fire,5.724294333,33.07892,-116.91845,1
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20180517,1619,811,Patterson Fire,17.48452002,33.62924,-117.05992,1
Boucher Hill,33.3346,-116.9198,5500,bh,w,"[-117.45685866220713, 33.3346]","[-117.29818521585511, 33.01524117811554]","[-117.30095166269716, 33.6527813298777]",8,20190610,590,990,Pauma Fire,4.006255285,33.30267,-116.97772,1
Boucher Hill,33.3346,-116.9198,5500,bh,w,"[-117.45685866220713, 33.3346]","[-117.29818521585511, 33.01524117811554]","[-117.30095166269716, 33.6527813298777]",8,20190610,590,990,Pauma Fire,4.006255285,33.30267,-116.97772,1
High Point,33.363018,-116.83622,6180,hp,n,"[-116.84, 33.81079597072698]","[-117.22126369140182, 33.6781794593324]","[-116.4587363085982, 33.678179459332405]",9,20171010,42,852,Portola Fire,14.49081158,33.50488,-117.02132,1
High Point,33.363018,-116.83622,6180,hp,w,"[-117.37721461670705, 33.36]","[-117.218493772178, 33.04064192734967]","[-117.22126369140182, 33.6781794593324]",3,20171010,1992,900,Portola Fire,14.49081158,33.50488,-117.02132,1
Red Mountain,33.4008,-117.1905,1600,rm,e,"[-116.65303446254079, 33.4008]","[-116.80905606186775, 33.71897645296838]","[-116.81183156739415, 33.081443131239055]",5,20171010,284,792,Portola Fire,12.11737298,33.50488,-117.02132,1
Mt. Wilson Observatory,34.22449951,-118.0586478,5700,wilson,e,"[0, 0]","[0, 0]","[0, 0]",1,20200813,2256,1103,Ranch 2 Fire,9.559601906,34.160265,-117.910498,1
Santiago Peak,33.71117247,-117.534115,5700,stgo,n,"[0, 0]","[0, 0]","[0, 0]",3,20200813,669,1063,Ranch 2 Fire,37.79330189,34.160265,-117.910498,1
Green Peak,34.0864,-118.5488,1760,dwpgm,n,"[-118.5488, 34.537142694313765]","[-118.93332785805947, 34.404525621185115]","[-118.16427214194053, 34.404525621185115]",1,20200812,1421,1020,Ranch 2 Fire,36.8643521,34.160265,-117.910498,1
San Juan Hills,33.5029,-117.6031,1177,sjh,n,"[-117.6031, 33.95368553345333]","[-117.9849965951115, 33.82106892047317]","[-117.2212034048885, 33.82106892047316]",1,20200813,862,1070,Ranch 2 Fire,48.72580207,34.160265,-117.910498,1
Upper Talega,33.5191,-117.481,2300,marconi,n,"[-117.481, 33.96988434885654]","[-117.8629686277568, 33.8372677240984]","[-117.09903137224319, 33.8372677240984]",1,20200813,785,1034,Ranch 2 Fire,50.69560389,34.160265,-117.910498,1
Black Mountain,32.98166822,-117.1164071,1600,bl,e,"[-116.58509818227772, 32.98]","[-116.74039770279094, 33.298207358327076]","[-116.74311609844423, 32.660630738922485]",3,20180809,491,153,Rangeland Fire,13.98357465,33.076239,-116.902985,1
Boucher Hill,33.3346,-116.9198,5500,bh,s,"[-116.9198, 32.8837694047889]","[-116.54141478414488, 33.01524117811553]","[-117.29818521585511, 33.01524117811554]",4,20180809,837,901,Rangeland Fire,17.87749357,33.076239,-116.902985,1
Mesa Grande,33.188869,-116.760651,4280,mg,w,"[-117.29716237260907, 33.188]","[-117.13876133217558, 32.86863685756762]","[-117.14150781766253, 33.50619211003771]",3,20180809,637,1105,Rangeland Fire,11.33051171,33.076239,-116.902985,1
Los Pinos,32.734673,-116.577751,4800,pi,e,"[-116.04659616305612, 32.73]","[-116.20147379070163, 33.04822561243623]","[-116.20415877907386, 32.41062340363592]",5,20180606,1840,770,Recycle Fire,9.670729089,32.63046,-116.46674,1
Mt. Laguna,32.8922,-116.4209,6300,ml,s,"[-116.4209, 32.44133746309627]","[-116.04438376418457, 32.57282816036067]","[-116.79741623581543, 32.57282816036067]",4,20180606,1183,791,Recycle Fire,18.27959031,32.63046,-116.46674,1
Mt. Laguna Observatory,32.8397,-116.4265,6180,mlo,s,"[-116.4265, 32.38883368733383]","[-116.05020284502775, 32.52032661974371]","[-116.80279715497225, 32.52032661974371]",11,20180606,1150,835,Recycle Fire,14.64505639,32.63046,-116.46674,1
Boucher Hill,33.3346,-116.9198,5500,bh,n,"[-116.9198, 33.785397823642114]","[-117.30095166269716, 33.6527813298777]","[-116.53864833730283, 33.652781329877705]",4,20170807,1650,677,Reed Fire,17.25471773,33.57139,-116.8247,1
Boucher Hill,33.3346,-116.9198,5500,bh,w,"[-117.45685866220713, 33.3346]","[-117.29818521585511, 33.01524117811554]","[-117.30095166269716, 33.6527813298777]",8,20170613,982,649,Reed Fire,13.77540813,33.52584,-116.85226,0
High Point,33.363018,-116.83622,6180,hp,n,"[-116.84, 33.81079597072698]","[-117.22126369140182, 33.6781794593324]","[-116.4587363085982, 33.678179459332405]",9,20170613,434,769,Reed Fire,11.28787249,33.52584,-116.85226,1
High Point,33.363018,-116.83622,6180,hp,n,"[-116.84, 33.81079597072698]","[-117.22126369140182, 33.6781794593324]","[-116.4587363085982, 33.678179459332405]",9,20180725,780,741,Ribbon Fire,24.15436216,33.571763,-116.500058,1
Sky Oaks,33.3787,-116.6223,4975,sojr,n,"[-116.6223, 33.82949460613242]","[-117.00364625930078, 33.6968780816769]","[-116.24095374069921, 33.6968780816769]",1,20180726,95,649,Ribbon Fire,15.0855106,33.571763,-116.500058,1
Sky Oaks,33.3787,-116.6223,4975,sojr,w,"[-117.15962955909717, 33.3787]","[-117.00087378100844, 33.05934247907212]","[-117.00364625930078, 33.6968780816769]",3,20180726,2016,583,Ribbon Fire,15.0855106,33.571763,-116.500058,0
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20210711,2106,1125,Road Fire,23.64045366,32.82731,-116.6253,1
Mesa Grande,33.188869,-116.760651,4280,mg,s,"[-116.761, 32.73715879567527]","[-116.38323866782441, 32.86863685756763]","[-117.13876133217558, 32.86863685756762]",4,20160722,1043,570,Rock Fire,17.27976978,33.00056,-116.9571,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20160722,1869,1063,Rock Fire,0.977604752,33.00056,-116.9571,1
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20180728,1480,876,Rock Fire,3.037611338,33.41476,-117.24044,1
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190826,932,824,Sage Fire,16.48584565,33.463991,-116.914799,0
Sky Oaks,33.3787,-116.6223,4975,sojr,w,"[-117.15962955909717, 33.3787]","[-117.00087378100844, 33.05934247907212]","[-117.00364625930078, 33.6968780816769]",3,20190827,698,733,Sage Fire,17.86769758,33.463991,-116.914799,1
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20180611,542,887,Santiago Fire,41.70783634,33.787838,-117.746625,1
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20180612,1391,837,Santiago Fire,41.70783634,33.787838,-117.746625,1
Mt. Laguna,32.8922,-116.4209,6300,ml,n,"[-116.4209, 33.3430299844236]","[-116.80012285506182, 33.21041377829245]","[-116.04167714493819, 33.21041377829244]",1,20160711,481,793,Shelter Fire,18.19192973,33.11645,-116.58542,1
Santiago Peak,33.71117247,-117.534115,5700,stgo,n,"[0, 0]","[0, 0]","[0, 0]",3,20180719,951,1160,Skyline Fire,9.607716779,33.836101,-117.607577,1
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20200611,440,1257,Skyline Fire,2.361130823,32.73044,-116.7862,1
Otay Mountain,32.5948,-116.8447,3565,om,e,"[-116.31209855990625, 32.5948]","[-116.46675020578886, 32.913035450815606]","[-116.4694172863813, 32.27541944575791]",12,20170627,1921,778,Sloane Fire,12.72642542,32.7789,-116.8516,0
Santiago Peak,33.71117247,-117.534115,5700,stgo,n,"[0, 0]","[0, 0]","[0, 0]",3,20190728,706,1091,Star Fire,23.96425807,33.997528,-117.769766,1
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20160604,1958,872,Temecula Fire,5.985499264,33.476894,-117.140883,1
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20180504,1382,824,Tornado Fire,7.598852436,33.504964,-117.148204,1
Santiago Peak,33.71117247,-117.534115,5700,stgo,e,"[0, 0]","[0, 0]","[0, 0]",3,20190805,1233,1052,Toro Fire ,11.68888657,33.740219,-117.333728,1
High Point,33.363018,-116.83622,6180,hp,n,"[-116.84, 33.81079597072698]","[-117.22126369140182, 33.6781794593324]","[-116.4587363085982, 33.678179459332405]",9,20200709,1358,767,Tripp Fire ,14.03572061,33.551838,-116.7464168,1
Los Pinos,32.734673,-116.577751,4800,pi,w,"[-117.11340383694387, 32.73]","[-116.95584122092613, 32.41062340363591]","[-116.95852620929837, 33.04822561243623]",6,20200905,1342,769,Valley Fire,7.013765741,32.765615,-116.692705,1
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20200905,2795,1044,Valley Fire,6.089744994,32.765615,-116.692705,1
Mt. San Miguel,32.696804,-116.936363,2550,sm,e,"[-116.40677467498567, 32.7]","[-116.56160202732104, 33.01822779754]","[-116.56428303251286, 32.38062252484705]",4,20200905,1090,1055,Valley Fire,14.93876692,32.765615,-116.692705,1
Black Mountain,32.98166822,-117.1164071,1600,bl,s,"[-117.12, 32.52914378468391]","[-116.74311609844423, 32.660630738922485]","[-117.49688390155578, 32.660630738922485]",4,20190716,901,808,Vista Fire,20.60163661,32.794768,-116.839743,1
Los Pinos,32.734673,-116.577751,4800,pi,w,"[-117.11340383694387, 32.73]","[-116.95584122092613, 32.41062340363591]","[-116.95852620929837, 33.04822561243623]",6,20190717,1364,745,Vista Fire,15.77804802,32.794768,-116.839743,1
Lyons Peak,32.7015,-116.7646,3700,lp,n,"[-116.7646, 33.152343781045175]","[-117.14300437998006, 33.019727688312294]","[-116.38619562001993, 33.0197276883123]",12,20190717,708,1137,Vista Fire,7.784316462,32.794768,-116.839743,1
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20180605,1350,900,Vista Fire,2.312873183,33.40769,-117.22974,1
Red Mountain,33.4008,-117.1905,1600,rm,w,"[-117.72796553745921, 33.4008]","[-117.56916843260585, 33.081443131239055]","[-117.57194393813225, 33.71897645296838]",16,20190620,950,836,Weisgarber Fire,6.129189668,33.39684,-117.29665,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20180706,2531,1077,West Fire,18.43030526,32.833674,-116.7311,1
L.A.Co.F.D Helibase 69 Bravo,34.074585,-118.627884,2480,69bravo,n,"[-118.63, 34.52074390310967]","[-119.01445286134765, 34.388126843973296]","[-118.24554713865234, 34.388126843973296]",1,20190813,2936,1188,West Fire ,44.60303842,34.675542,-118.342239,1
L.A.Co.F.D Helibase 69 Bravo,34.074585,-118.627884,2480,69bravo,e,"[-118.0883456998243, 34.07]","[-118.24554713865234, 34.388126843973296]","[-118.2484158150905, 33.75066294148143]",1,20190813,209,1187,West Fire ,44.60303842,34.675542,-118.342239,1
Red Mountain,33.4008,-117.1905,1600,rm,n,"[-117.1905, 33.851592992948994]","[-117.57194393813225, 33.71897645296838]","[-116.80905606186775, 33.71897645296838]",6,20171026,296,765,Wildomar Fire,16.43980587,33.60247,-117.34192,1
Black Mountain,32.98166822,-117.1164071,1600,bl,s,"[-117.12, 32.52914378468391]","[-116.74311609844423, 32.660630738922485]","[-117.49688390155578, 32.660630738922485]",4,20190924,339,702,Willow Fire,15.45755431,32.87833333,-116.88,1
High Point,33.363018,-116.83622,6180,hp,s,"[-116.84, 32.90917124536389]","[-116.46150622782201, 33.04064192734967]","[-117.218493772178, 33.04064192734967]",3,20190924,964,774,Willow Fire,33.58421091,32.87833333,-116.88,1
Lyons Peak,32.7015,-116.7646,3700,lp,w,"[-117.29783424429785, 32.7015]","[-117.14032317575908, 32.38212256877896]","[-117.14300437998006, 33.019727688312294]",5,20201202,2209,1162,Willow Fire,9.030149713,32.75277778,-116.9075,1
Mt. San Miguel,32.696804,-116.936363,2550,sm,n,"[-116.94, 33.150843889404484]","[-117.31839797267894, 33.01822779754]","[-116.56160202732104, 33.01822779754]",7,20201202,2288,1221,Willow Fire,4.215643489,32.75277778,-116.9075,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20190924,3028,1062,Willow Fire,10.43624015,32.87833333,-116.88,1
Mt. Woodson,33.0087,-116.9709,2800,wc,e,"[-116.43582502218713, 33.0087]","[-116.59117331258486, 33.326905257636774]","[-116.59389556804973, 32.68933158235236]",14,20190925,2965,1092,Willow Fire,10.43624015,32.87833333,-116.88,1
Mt. Woodson,33.0087,-116.9709,2800,wc,s,"[-116.9709, 32.55784585299181]","[-116.59389556804973, 32.68933158235236]","[-117.34790443195027, 32.68933158235236]",2,20190924,139,965,Willow Fire,10.43624015,32.87833333,-116.88,1
Mt. Woodson,33.0087,-116.9709,2800,wc,s,"[-116.9709, 32.55784585299181]","[-116.59389556804973, 32.68933158235236]","[-117.34790443195027, 32.68933158235236]",2,20190925,83,1014,Willow Fire,10.43624015,32.87833333,-116.88,1
Otay Mountain,32.5948,-116.8447,3565,om,n,"[-116.8447, 33.04565148266326]","[-117.22264979421115, 32.9130354508156]","[-116.46675020578886, 32.913035450815606]",10,20201202,1030,1101,Willow Fire,11.51010258,32.75277778,-116.9075,1
Santiago Peak,33.71117247,-117.534115,5700,stgo,e,"[0, 0]","[0, 0]","[0, 0]",3,20180827,1025,1189,Winchester Fire,26.26697707,33.640051,-117.085354,1
High Point,33.363018,-116.83622,6180,hp,n,"[-116.84, 33.81079597072698]","[-117.22126369140182, 33.6781794593324]","[-116.4587363085982, 33.678179459332405]",9,20190629,561,775,Wolf Fire ,38.76128377,33.911,-116.980528,1
Boucher Hill,33.3346,-116.9198,5500,bh,n,"[-116.9198, 33.785397823642114]","[-117.30095166269716, 33.6527813298777]","[-116.53864833730283, 33.652781329877705]",4,20180504,77,864,Woodchuck Fire,10.41372478,33.467999,-117.003829,1
