hpweren_camera_description,station,dir,cam_lat,cam_long,fov_right,fov_left,intersections,num_intersection
Los Pinos,pi,e,32.73451582,-116.5776585,"(-116.2999585, 32.456815819999996)","(-116.2999585, 33.01221582)","[('cp', 'e'), ('cp', 's'), ('lp', 'e'), ('ml', 'e'), ('ml', 's'), ('mlo', 'n'), ('mlo', 'e'), ('mlo', 's'), ('mlo', 'w'), ('om', 'e'), ('vo', 'e'), ('vo', 's'), ('ws', 'n'), ('ws', 'e'), ('ws', 's'), ('ws', 'w')]",16
Los Pinos,pi,s,32.73451582,-116.5776585,"(-116.8553585, 32.456815819999996)","(-116.2999585, 32.456815819999996)","[('cp', 's'), ('lp', 'e'), ('lp', 's'), ('ml', 's'), ('mlo', 's'), ('mlo', 'w'), ('sm', 'e'), ('sm', 's'), ('om', 'e'), ('om', 's'), ('ws', 's'), ('ws', 'w')]",12
Los Pinos,pi,w,32.73451582,-116.5776585,"(-116.8553585, 33.01221582)","(-116.8553585, 32.456815819999996)","[('bm', 's'), ('bl', 'e'), ('bl', 's'), ('cp', 's'), ('cp', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 's'), ('lp', 'w'), ('mg', 's'), ('ml', 's'), ('ml', 'w'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('sm', 's'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('om', 'e'), ('om', 's'), ('om', 'w'), ('rdd', 'e'), ('rdd', 's'), ('vo', 's'), ('vo', 'w'), ('ws', 'w')]",27
Lyons Peak,lp,n,32.70151745,-116.7645606,"(-116.4868606, 32.97921745)","(-117.04226059999999, 32.97921745)","[('bm', 'e'), ('bm', 's'), ('bm', 'w'), ('bl', 'e'), ('ch', 'e'), ('ch', 's'), ('cp', 'n'), ('cp', 'e'), ('cp', 's'), ('cp', 'w'), ('pi', 'n'), ('pi', 'w'), ('mg', 'e'), ('mg', 's'), ('mg', 'w'), ('ml', 'n'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('wc', 'e'), ('wc', 's'), ('wc', 'w'), ('om', 'n'), ('rdd', 'e'), ('rdd', 's'), ('sdsc', 'e'), ('vo', 's'), ('vo', 'w'), ('ws', 'n'), ('ws', 'w')]",32
Lyons Peak,lp,e,32.70151745,-116.7645606,"(-116.4868606, 32.423817449999994)","(-116.4868606, 32.97921745)","[('bm', 'e'), ('bm', 's'), ('cp', 'e'), ('cp', 's'), ('pi', 'n'), ('pi', 'e'), ('pi', 's'), ('pi', 'w'), ('mg', 'e'), ('mg', 's'), ('ml', 'n'), ('ml', 's'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 's'), ('mlo', 'w'), ('sm', 'e'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('om', 'e'), ('vo', 's'), ('ws', 'n'), ('ws', 's'), ('ws', 'w')]",25
Lyons Peak,lp,s,32.70151745,-116.7645606,"(-117.04226059999999, 32.423817449999994)","(-116.4868606, 32.423817449999994)","[('cp', 's'), ('pi', 's'), ('pi', 'w'), ('ml', 's'), ('ml', 'w'), ('mlo', 's'), ('mlo', 'w'), ('sm', 'e'), ('sm', 's'), ('om', 'n'), ('om', 'e'), ('om', 's'), ('om', 'w'), ('ws', 's'), ('ws', 'w')]",15
Lyons Peak,lp,w,32.70151745,-116.7645606,"(-117.04226059999999, 32.97921745)","(-117.04226059999999, 32.423817449999994)","[('bm', 's'), ('bm', 'w'), ('bl', 'e'), ('bl', 's'), ('ch', 's'), ('cp', 's'), ('cp', 'w'), ('pi', 'w'), ('mg', 's'), ('mg', 'w'), ('sm', 'n'), ('sm', 'e'), ('sm', 's'), ('sm', 'w'), ('wc', 's'), ('wc', 'w'), ('om', 'n'), ('om', 'w'), ('rdd', 's'), ('sdsc', 'e')]",20
Mesa Grande,mg,n,33.18885764,-116.7606591,"(-116.4829591, 33.466557640000005)","(-117.0383591, 33.466557640000005)","[('bm', 'n'), ('bm', 'e'), ('ch', 'n'), ('ch', 'e'), ('bh', 'n'), ('bh', 'e'), ('cp', 'n'), ('hp', 'n'), ('hp', 'e'), ('hp', 's'), ('hp', 'w'), ('wc', 'n'), ('wc', 'e'), ('rm', 'e'), ('rdd', 'n'), ('rdd', 'e'), ('vo', 'n'), ('vo', 'w'), ('sojr', 'n'), ('sojr', 'e'), ('sojr', 's'), ('sojr', 'w'), ('tp', 'w')]",23
Mesa Grande,mg,e,33.18885764,-116.7606591,"(-116.4829591, 32.91115764)","(-116.4829591, 33.466557640000005)","[('bm', 'e'), ('bh', 'e'), ('cp', 'n'), ('cp', 'e'), ('hp', 'e'), ('hp', 's'), ('pi', 'n'), ('lp', 'n'), ('lp', 'e'), ('ml', 'n'), ('ml', 'w'), ('mlo', 'n'), ('wc', 'e'), ('vo', 'n'), ('vo', 'e'), ('vo', 's'), ('vo', 'w'), ('sojr', 'e'), ('sojr', 's'), ('tp', 's'), ('tp', 'w'), ('ws', 'n')]",22
Mesa Grande,mg,s,33.18885764,-116.7606591,"(-117.0383591, 32.91115764)","(-116.4829591, 32.91115764)","[('bm', 'e'), ('bm', 's'), ('bl', 'e'), ('ch', 'e'), ('ch', 's'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'e'), ('cp', 's'), ('cp', 'w'), ('hp', 's'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 'w'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('wc', 'e'), ('wc', 's'), ('rdd', 'e'), ('rdd', 's'), ('sdsc', 'e'), ('vo', 's'), ('vo', 'w'), ('sojr', 's'), ('ws', 'n'), ('ws', 'w')]",32
Mesa Grande,mg,w,33.18885764,-116.7606591,"(-117.0383591, 33.466557640000005)","(-117.0383591, 32.91115764)","[('bm', 'n'), ('bm', 'e'), ('bm', 's'), ('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('ch', 'n'), ('ch', 'e'), ('ch', 's'), ('bh', 'n'), ('bh', 'e'), ('bh', 's'), ('bh', 'w'), ('cp', 'n'), ('cp', 'w'), ('hp', 's'), ('hp', 'w'), ('lp', 'n'), ('lp', 'w'), ('sm', 'n'), ('ms', 'n'), ('wc', 'n'), ('wc', 'e'), ('wc', 's'), ('wc', 'w'), ('rm', 'e'), ('rm', 's'), ('rdd', 'n'), ('rdd', 'e'), ('rdd', 's'), ('sdsc', 'e'), ('vo', 'w'), ('sojr', 's'), ('sojr', 'w')]",34
Mt. Laguna,ml,n,32.892296,-116.420721,"(-116.143021, 33.169996000000005)","(-116.698421, 33.169996000000005)","[('bm', 'e'), ('bh', 'e'), ('cp', 'n'), ('cp', 'e'), ('hp', 'e'), ('hp', 's'), ('pi', 'n'), ('lp', 'n'), ('lp', 'e'), ('mg', 'e'), ('mlo', 'n'), ('wc', 'e'), ('vo', 'n'), ('vo', 'e'), ('vo', 's'), ('vo', 'w'), ('sojr', 'e'), ('sojr', 's'), ('ws', 'n')]",19
Mt. Laguna,ml,e,32.892296,-116.420721,"(-116.143021, 32.614596)","(-116.143021, 33.169996000000005)","[('cp', 'e'), ('pi', 'n'), ('pi', 'e'), ('mlo', 'n'), ('mlo', 'e'), ('vo', 'e'), ('vo', 's'), ('ws', 'n'), ('ws', 'e')]",9
Mt. Laguna,ml,s,32.892296,-116.420721,"(-116.698421, 32.614596)","(-116.143021, 32.614596)","[('cp', 'e'), ('cp', 's'), ('pi', 'n'), ('pi', 'e'), ('pi', 's'), ('pi', 'w'), ('lp', 'e'), ('lp', 's'), ('mlo', 'n'), ('mlo', 'e'), ('mlo', 's'), ('mlo', 'w'), ('sm', 'e'), ('om', 'e'), ('vo', 's'), ('ws', 'n'), ('ws', 'e'), ('ws', 's'), ('ws', 'w')]",19
Mt. Laguna,ml,w,32.892296,-116.420721,"(-116.698421, 33.169996000000005)","(-116.698421, 32.614596)","[('bm', 'e'), ('bm', 's'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'e'), ('cp', 's'), ('cp', 'w'), ('hp', 's'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 's'), ('mg', 'e'), ('mg', 's'), ('mlo', 'n'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('om', 'e'), ('vo', 's'), ('vo', 'w'), ('sojr', 's'), ('ws', 'n'), ('ws', 'w')]",29
Mt. Laguna Observatory,mlo,n,32.83967399,-116.4265161,"(-116.1488161, 33.117373990000004)","(-116.7042161, 33.117373990000004)","[('bm', 'e'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'e'), ('hp', 'e'), ('hp', 's'), ('pi', 'n'), ('pi', 'e'), ('lp', 'n'), ('lp', 'e'), ('mg', 'e'), ('mg', 's'), ('ml', 'n'), ('ml', 'e'), ('ml', 's'), ('ml', 'w'), ('wc', 'e'), ('vo', 'e'), ('vo', 's'), ('vo', 'w'), ('sojr', 'e'), ('sojr', 's'), ('ws', 'n')]",24
Mt. Laguna Observatory,mlo,e,32.83967399,-116.4265161,"(-116.1488161, 32.56197399)","(-116.1488161, 33.117373990000004)","[('cp', 'e'), ('pi', 'e'), ('ml', 'e'), ('ml', 's'), ('vo', 'e'), ('vo', 's'), ('ws', 'n'), ('ws', 'e')]",8
Mt. Laguna Observatory,mlo,s,32.83967399,-116.4265161,"(-116.7042161, 32.56197399)","(-116.1488161, 32.56197399)","[('cp', 'e'), ('cp', 's'), ('pi', 'e'), ('pi', 's'), ('lp', 'e'), ('lp', 's'), ('ml', 's'), ('sm', 'e'), ('om', 'e'), ('ws', 'n'), ('ws', 'e'), ('ws', 's'), ('ws', 'w')]",13
Mt. Laguna Observatory,mlo,w,32.83967399,-116.4265161,"(-116.7042161, 33.117373990000004)","(-116.7042161, 32.56197399)","[('bm', 'e'), ('bm', 's'), ('bh', 's'), ('cp', 'n'), ('cp', 'e'), ('cp', 's'), ('cp', 'w'), ('hp', 's'), ('pi', 'n'), ('pi', 'e'), ('pi', 's'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 's'), ('mg', 's'), ('ml', 's'), ('ml', 'w'), ('sm', 'n'), ('sm', 'e'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('om', 'e'), ('vo', 's'), ('vo', 'w'), ('sojr', 's'), ('ws', 'n'), ('ws', 'w')]",29
Mt. San Miguel,sm,n,32.69688501,-116.936262,"(-116.658562, 32.974585010000006)","(-117.213962, 32.974585010000006)","[('bm', 's'), ('bm', 'w'), ('bl', 'e'), ('bl', 's'), ('bl', 'w'), ('ch', 'e'), ('ch', 's'), ('cp', 'w'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('lp', 'w'), ('mg', 's'), ('mg', 'w'), ('ml', 'w'), ('mlo', 'w'), ('ms', 'n'), ('wc', 'e'), ('wc', 's'), ('wc', 'w'), ('om', 'n'), ('rdd', 'e'), ('rdd', 's'), ('sdsc', 'e'), ('vo', 's'), ('vo', 'w')]",26
Mt. San Miguel,sm,e,32.69688501,-116.936262,"(-116.658562, 32.41918501)","(-116.658562, 32.974585010000006)","[('bm', 's'), ('bl', 'e'), ('bl', 's'), ('cp', 's'), ('cp', 'w'), ('pi', 'n'), ('pi', 's'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 's'), ('lp', 'w'), ('mg', 's'), ('ml', 's'), ('ml', 'w'), ('mlo', 's'), ('mlo', 'w'), ('wc', 'e'), ('wc', 's'), ('om', 'n'), ('om', 'e'), ('vo', 's')]",22
Mt. San Miguel,sm,s,32.69688501,-116.936262,"(-117.213962, 32.41918501)","(-116.658562, 32.41918501)","[('pi', 's'), ('pi', 'w'), ('lp', 's'), ('lp', 'w'), ('om', 'n'), ('om', 'e'), ('om', 's'), ('om', 'w'), ('sdsc', 'e')]",9
Mt. San Miguel,sm,w,32.69688501,-116.936262,"(-117.213962, 32.974585010000006)","(-117.213962, 32.41918501)","[('bl', 's'), ('bl', 'w'), ('ch', 's'), ('lp', 'w'), ('ms', 'n'), ('wc', 's'), ('wc', 'w'), ('om', 'n'), ('om', 'w'), ('rdd', 's'), ('sdsc', 'e')]",11
Mt. Soledad,ms,n,32.83992291,-117.2485966,"(-116.9708966, 33.11762291)","(-117.5262966, 33.11762291)","[('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('bl', 's'), ('bl', 'w'), ('ch', 'n'), ('ch', 'e'), ('ch', 's'), ('ch', 'w'), ('bh', 's'), ('bh', 'w'), ('hp', 's'), ('hp', 'w'), ('mg', 'w'), ('sm', 'n'), ('sm', 'w'), ('wc', 'n'), ('wc', 'w'), ('rdd', 'n'), ('rdd', 'e'), ('rdd', 's'), ('rdd', 'w'), ('sdsc', 'e')]",23
Mt. Wilson Observatory,wilson,n,34.22449951,-118.0586478,"(-117.7809478, 34.502199510000004)","(-118.3363478, 34.502199510000004)",0,0
Mt. Wilson Observatory,wilson,e,34.22449951,-118.0586478,"(-117.7809478, 33.94679951)","(-117.7809478, 34.502199510000004)","[('chino', 'n'), ('chino', 'w'), ('stgo', 'n'), ('stgo', 'w')]",4
Mt. Wilson Observatory,wilson,s,34.22449951,-118.0586478,"(-118.3363478, 33.94679951)","(-117.7809478, 33.94679951)","[('chino', 'w'), ('dwpgm', 'e'), ('stgo', 'w')]",3
Mt. Wilson Observatory,wilson,w,34.22449951,-118.0586478,"(-118.3363478, 34.502199510000004)","(-118.3363478, 33.94679951)","[('dwpgm', 'n'), ('dwpgm', 'e')]",2
Mt. Woodson,wc,n,33.00873795,-116.9709795,"(-116.6932795, 33.28643795)","(-117.2486795, 33.28643795)","[('bm', 'n'), ('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('buff', 'e'), ('buff', 's'), ('ch', 'n'), ('ch', 'e'), ('bh', 'e'), ('bh', 's'), ('bh', 'w'), ('cp', 'n'), ('cp', 'w'), ('hp', 'e'), ('hp', 's'), ('hp', 'w'), ('mg', 'n'), ('mg', 'w'), ('ms', 'n'), ('rm', 'e'), ('rm', 's'), ('rdd', 'n'), ('rdd', 'e'), ('sdsc', 'e'), ('vo', 'n'), ('vo', 'w'), ('sojr', 's'), ('sojr', 'w'), ('tp', 'w'), ('marconi', 'e'), ('marconi', 's')]",31
Mt. Woodson,wc,e,33.00873795,-116.9709795,"(-116.6932795, 32.731037949999994)","(-116.6932795, 33.28643795)","[('bm', 'n'), ('bm', 'e'), ('bm', 's'), ('bm', 'w'), ('bl', 'e'), ('ch', 'e'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 's'), ('cp', 'w'), ('hp', 'e'), ('hp', 's'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('mg', 'n'), ('mg', 'e'), ('mg', 's'), ('mg', 'w'), ('ml', 'n'), ('ml', 'w'), ('mlo', 'n'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('om', 'n'), ('om', 'e'), ('rdd', 'e'), ('sdsc', 'e'), ('vo', 'n'), ('vo', 's'), ('vo', 'w'), ('sojr', 's'), ('tp', 's'), ('tp', 'w')]",37
Mt. Woodson,wc,s,33.00873795,-116.9709795,"(-117.2486795, 32.731037949999994)","(-116.6932795, 32.731037949999994)","[('bm', 's'), ('bm', 'w'), ('bl', 'e'), ('bl', 's'), ('ch', 'e'), ('ch', 's'), ('cp', 's'), ('cp', 'w'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 'w'), ('mg', 's'), ('mg', 'w'), ('ml', 'w'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('sm', 'w'), ('om', 'n'), ('om', 'e'), ('om', 'w'), ('rdd', 'e'), ('rdd', 's'), ('sdsc', 'e'), ('vo', 's'), ('vo', 'w')]",27
Mt. Woodson,wc,w,33.00873795,-116.9709795,"(-117.2486795, 33.28643795)","(-117.2486795, 32.731037949999994)","[('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('bl', 's'), ('bl', 'w'), ('buff', 's'), ('ch', 'n'), ('ch', 'e'), ('ch', 's'), ('ch', 'w'), ('bh', 's'), ('bh', 'w'), ('hp', 's'), ('hp', 'w'), ('lp', 'n'), ('lp', 'w'), ('mg', 'w'), ('sm', 'n'), ('sm', 'w'), ('ms', 'n'), ('om', 'n'), ('om', 'w'), ('rm', 's'), ('rdd', 'n'), ('rdd', 'e'), ('rdd', 's'), ('rdd', 'w'), ('sdsc', 'e'), ('marconi', 's')]",29
Otay Mountain,om,n,32.59476209,-116.8446941,"(-116.5669941, 32.872462090000006)","(-117.1223941, 32.872462090000006)","[('bl', 'e'), ('bl', 's'), ('ch', 'e'), ('ch', 's'), ('cp', 's'), ('cp', 'w'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('lp', 'e'), ('lp', 's'), ('lp', 'w'), ('ml', 'w'), ('mlo', 'w'), ('sm', 'n'), ('sm', 'e'), ('sm', 's'), ('sm', 'w'), ('wc', 'e'), ('wc', 's'), ('wc', 'w'), ('rdd', 'e'), ('rdd', 's'), ('sdsc', 'e'), ('vo', 's'), ('vo', 'w'), ('ws', 'w')]",27
Otay Mountain,om,e,32.59476209,-116.8446941,"(-116.5669941, 32.31706209)","(-116.5669941, 32.872462090000006)","[('cp', 's'), ('pi', 'n'), ('pi', 'e'), ('pi', 's'), ('pi', 'w'), ('lp', 'e'), ('lp', 's'), ('ml', 's'), ('ml', 'w'), ('mlo', 's'), ('mlo', 'w'), ('sm', 'e'), ('sm', 's'), ('wc', 'e'), ('wc', 's'), ('vo', 's'), ('ws', 's'), ('ws', 'w')]",18
Otay Mountain,om,s,32.59476209,-116.8446941,"(-117.1223941, 32.31706209)","(-116.5669941, 32.31706209)","[('pi', 's'), ('pi', 'w'), ('lp', 's'), ('sm', 's')]",4
Otay Mountain,om,w,32.59476209,-116.8446941,"(-117.1223941, 32.872462090000006)","(-117.1223941, 32.31706209)","[('bl', 's'), ('ch', 's'), ('pi', 'w'), ('lp', 's'), ('lp', 'w'), ('sm', 's'), ('sm', 'w'), ('wc', 's'), ('wc', 'w'), ('rdd', 's'), ('sdsc', 'e')]",11
Red Mountain,rm,n,33.4008,-117.1905,"(-116.9128, 33.6785)","(-117.4682, 33.6785)","[('buff', 'n'), ('buff', 'e'), ('bh', 'n'), ('bh', 'w'), ('chino', 'e'), ('hp', 'n'), ('hp', 'w'), ('sclm', 'n'), ('sclm', 'e'), ('sjh', 'n'), ('sjh', 'e'), ('stgo', 'e'), ('starr', 'e'), ('marconi', 'n'), ('marconi', 'e')]",15
Red Mountain,rm,e,33.4008,-117.1905,"(-116.9128, 33.123099999999994)","(-116.9128, 33.6785)","[('bm', 'n'), ('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('buff', 'e'), ('ch', 'n'), ('ch', 'e'), ('bh', 'n'), ('bh', 'e'), ('bh', 's'), ('bh', 'w'), ('hp', 'n'), ('hp', 's'), ('hp', 'w'), ('mg', 'n'), ('mg', 'w'), ('wc', 'n'), ('rdd', 'n'), ('rdd', 'e')]",19
Red Mountain,rm,s,33.4008,-117.1905,"(-117.4682, 33.123099999999994)","(-116.9128, 33.123099999999994)","[('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('bl', 'w'), ('buff', 'e'), ('buff', 's'), ('ch', 'n'), ('ch', 'e'), ('ch', 'w'), ('bh', 's'), ('bh', 'w'), ('hp', 's'), ('hp', 'w'), ('mg', 'w'), ('wc', 'n'), ('wc', 'w'), ('rdd', 'n'), ('rdd', 'e'), ('rdd', 'w'), ('sclm', 'e'), ('sclm', 's'), ('sdsc', 'e'), ('sjh', 'e'), ('sjh', 's'), ('marconi', 'e'), ('marconi', 's')]",26
Red Mountain,rm,w,33.4008,-117.1905,"(-117.4682, 33.6785)","(-117.4682, 33.123099999999994)","[('bl', 'n'), ('bl', 'w'), ('buff', 'n'), ('buff', 'e'), ('buff', 's'), ('buff', 'w'), ('ch', 'n'), ('ch', 'w'), ('bh', 'w'), ('chino', 'e'), ('chino', 's'), ('rdd', 'n'), ('rdd', 'w'), ('sclm', 'n'), ('sclm', 'e'), ('sclm', 's'), ('sjh', 'n'), ('sjh', 'e'), ('sjh', 's'), ('stgo', 'e'), ('stgo', 's'), ('starr', 'e'), ('starr', 's'), ('marconi', 'n'), ('marconi', 'e'), ('marconi', 's')]",26
Rincon Del Diablo,rdd,n,33.09383414,-117.1210542,"(-116.84335420000001, 33.37153414)","(-117.3987542, 33.37153414)","[('bm', 'n'), ('bm', 'w'), ('bl', 'n'), ('buff', 'e'), ('buff', 's'), ('ch', 'n'), ('ch', 'e'), ('bh', 'n'), ('bh', 'e'), ('bh', 's'), ('bh', 'w'), ('hp', 'n'), ('hp', 'w'), ('mg', 'n'), ('mg', 'w'), ('ms', 'n'), ('wc', 'n'), ('wc', 'w'), ('rm', 'e'), ('rm', 's'), ('rm', 'w'), ('sclm', 'e'), ('sjh', 'e'), ('vo', 'n'), ('vo', 'w'), ('sojr', 'w'), ('starr', 'e'), ('starr', 's'), ('marconi', 'e'), ('marconi', 's')]",30
Rincon Del Diablo,rdd,e,33.09383414,-117.1210542,"(-116.84335420000001, 32.816134139999996)","(-116.84335420000001, 33.37153414)","[('bm', 'n'), ('bm', 's'), ('bm', 'w'), ('bl', 'n'), ('bl', 'e'), ('ch', 'e'), ('bh', 'e'), ('bh', 's'), ('cp', 'n'), ('cp', 'w'), ('hp', 'n'), ('hp', 's'), ('hp', 'w'), ('pi', 'n'), ('pi', 'w'), ('lp', 'n'), ('mg', 'n'), ('mg', 's'), ('mg', 'w'), ('sm', 'n'), ('ms', 'n'), ('wc', 'n'), ('wc', 'e'), ('wc', 's'), ('wc', 'w'), ('om', 'n'), ('rm', 'e'), ('rm', 's'), ('sdsc', 'e'), ('vo', 'n'), ('vo', 's'), ('vo', 'w'), ('sojr', 's'), ('sojr', 'w')]",34
